ts,close
2015-02-05,100.0
2015-02-20,104.92756873447166
2015-03-06,112.40496759029644
2015-03-20,119.63489480673755
2015-04-03,116.08201781754262
2015-04-17,111.41012756484037
2015-05-01,106.17759409152956
2015-05-15,107.71686868470266
2015-05-29,107.71936708289309
2015-06-12,105.13990381453286
2015-06-26,107.29054155095693
2015-07-10,102.07350248281321
2015-07-24,113.47275782429953
2015-08-07,120.01002132988206
2015-08-21,96.94534744584439
2015-09-04,100.55241588910864
2015-09-18,105.10303968924474
2015-10-02,102.89908980397784
2015-10-16,105.86719012441974
2015-10-30,122.92129359518125
2015-11-13,123.88335010275193
2015-11-27,141.66708390607843
2015-12-11,125.80304979109934
2015-12-25,132.9511696127851
2016-01-08,121.05112508910037
2016-01-22,125.84259408115336
2016-02-05,119.99999777080724
2016-02-19,119.10307861577621
2016-03-04,121.57634125197747
2016-03-18,120.1586459051602
2016-04-01,119.84940577688918
2016-04-15,130.68257656877657
2016-04-29,128.7714413588465
2016-05-13,112.33934680893182
2016-05-27,109.80524767419206
2016-06-10,106.79903465349197
2016-06-24,109.32663436355594
2016-07-08,121.87602541262306
2016-07-22,131.24281438627926
2016-08-05,137.18542055405624
2016-08-19,142.0429746078619
2016-09-02,144.97213316345494
2016-09-16,139.78183773405243
2016-09-30,150.12291726219402
2016-10-14,159.3714410310335
2016-10-28,176.52438439011763
2016-11-11,187.79218606384228
2016-11-25,208.34523781515108
2016-12-09,260.1205996173748
2016-12-23,276.73467129911006
2017-01-06,282.9720843111338
2017-01-20,292.9845302600039
2017-02-03,314.1673038503653
2017-02-17,340.55139170980414
2017-03-03,361.3811678082529
2017-03-17,359.12516778142697
2017-03-31,379.84395524496557
2017-04-14,380.87740511442155
2017-04-28,431.70521542637016
2017-05-12,445.0286564707837
2017-05-26,447.78966411391997
2017-06-09,448.87526612298586
2017-06-23,460.78550418839694
2017-07-07,432.3818951373379
2017-07-21,419.3746929956437
2017-08-04,467.13905500047605
2017-08-18,461.399995823145
2017-09-01,453.28081619924234
2017-09-15,473.0552423783168
2017-09-29,500.63239086808517
2017-10-13,504.3745826588608
2017-10-27,543.5448038612984
2017-11-10,515.5542209991595
2017-11-24,528.8865759319217
2017-12-08,509.2910959931633
2017-12-22,517.3922770731259
2018-01-05,513.970086270174
2018-01-19,523.1517252309268
2018-02-02,466.3888743938605
2018-02-16,456.57855370420003
2018-03-02,403.9372099367638
2018-03-16,444.37029834892115
2018-03-30,437.7082047484582
2018-04-13,464.44290602900196
2018-04-27,508.0894580483241
2018-05-11,559.0323575022047
2018-05-25,562.6796470727168
2018-06-08,543.8188046452825
2018-06-22,549.0331320440355
2018-07-06,534.4566503639843
2018-07-20,583.6140059122639
2018-08-03,566.7968944417615
2018-08-17,514.4230280296828
2018-08-31,543.3713144843468
2018-09-14,571.4166276725871
2018-09-28,585.162437150965
2018-10-12,508.64925458688543
2018-10-26,528.8487665376565
2018-11-09,602.3791188101468
2018-11-23,592.8330402113936
2018-12-07,572.9328008709919
2018-12-21,559.9647056594291
2019-01-04,561.3272124728004
2019-01-18,612.6818584237768
2019-02-01,618.2338473641626
2019-02-15,682.2094715151574
2019-03-01,742.3589830931174
2019-03-15,778.9839054451862
2019-03-29,766.5506398455423
2019-04-12,737.9963946010836
2019-04-26,762.9573182302996
2019-05-10,695.4173285042075
2019-05-24,721.5688007668007
2019-06-07,676.8479487895065
2019-06-21,716.2122767525456
2019-07-05,719.604053252472
2019-07-19,738.2273119768618
2019-08-02,721.72490854826
2019-08-16,726.3738087770521
2019-08-30,810.7146140972773
2019-09-13,762.8560712063128
2019-09-27,661.423593759711
2019-10-11,703.4072559988074
2019-10-25,723.983150277861
2019-11-08,750.4004081172959
2019-11-22,763.2374644188169
2019-12-06,803.1318468905089
2019-12-20,911.6495969007132
2020-01-03,932.1448744047509
2020-01-17,963.1193832827541
2020-01-31,918.2345541737446
2020-02-14,1061.9306759913936
2020-02-28,811.5920160192887
2020-03-13,444.88433020845366
2020-03-27,492.27514593848537
2020-04-10,548.2365364197353
2020-04-24,500.74705511341926
2020-05-08,568.7144629295809
2020-05-22,565.3875870096351
2020-06-05,969.0381494552798
2020-06-19,916.4644558271035
2020-07-03,914.0073873828587
2020-07-17,983.660128741228
2020-07-31,893.4737705847499
2020-08-14,956.307171204858
2020-08-28,967.7481245759029
2020-09-11,935.1753088813642
2020-09-25,865.6923972632371
2020-10-09,1040.093707006797
2020-10-23,966.9733146759015
2020-11-06,823.8699509063644
2020-11-20,1254.5976982545592
2020-12-04,1574.316866462604
2020-12-18,1444.467970454922
2021-01-01,1468.6227634625725
2021-01-15,1543.4966180603612
2021-01-29,1338.1481059017246
2021-02-12,1445.41219237364
2021-02-26,1343.7451434353575
2021-03-12,1410.1170473187315
2021-03-26,1420.291781660244
2021-04-09,1461.3465455194994
2021-04-23,1464.326709135622
2021-05-07,1429.4859468386824
2021-05-21,1517.3623699556988
2021-06-04,1583.739896093761
2021-06-18,1662.3586655906101
2021-07-02,1653.413709323326
2021-07-16,1737.1524235982024
2021-07-30,1879.3454602237173
2021-08-13,2159.2258541379133
2021-08-27,2246.229419658108
2021-09-10,2342.8921798406573
2021-09-24,2347.9041608853163
2021-10-08,2521.4377160346835
2021-10-22,2553.8126416937607
2021-11-05,2439.0491277626393
2021-11-19,2755.5367341401875
2021-12-03,2441.849328073418
2021-12-17,2509.7381051535285
2021-12-31,2665.4248948142767
2022-01-14,3004.7130965314323
2022-01-28,2847.0142880059425
2022-02-11,3171.0179650441164
2022-02-25,2823.0868081647923
2022-03-11,3270.912206305806
2022-03-25,3934.5068699953554
2022-04-08,3824.47056901116
2022-04-22,3765.317044000884
2022-05-06,3864.121711799536
2022-05-20,3787.7812006867725
2022-06-03,4162.630873598185
2022-06-17,3444.9220700645487
2022-07-01,3466.6296854873917
2022-07-15,3770.0909619330955
2022-07-29,4541.473986530336
2022-08-12,4606.72962759386
2022-08-26,3862.58940424406
2022-09-09,4352.47716267525
2022-09-23,3583.8993261599458
2022-10-07,3794.148815027099
2022-10-21,4148.0177153460945
2022-11-04,4471.971296716861
2022-11-18,4779.176551574128
2022-12-02,4889.949335534638
